transaction_date,transaction_type,cryptocurrency,amount,price_per_unit,total_value,fee_amount,fee_currency,currency,exchange_name,transaction_id,notes
2020-04-23T00:47:36+00:00,BUY,BTC,0.004506,6743.91,30.39,0.03,EUR,EUR,DEMO Beta,DB-0040,Monthly purchase
2020-04-30T21:08:00+00:00,BUY,BTC,0.003023,6663.92,20.15,0.02,EUR,EUR,DEMO Beta,DB-0041,Monthly purchase
2020-05-08T07:21:24+00:00,BUY,BTC,0.004308,7325.53,31.56,0.04,EUR,EUR,DEMO Beta,DB-0042,Regular investment
2020-05-15T21:42:48+00:00,BUY,BTC,0.007186,7625.4,54.8,0.08,EUR,EUR,DEMO Beta,DB-0043,Portfolio rebalance
2020-05-23T09:46:12+00:00,BUY,BTC,0.005273,7622.79,40.19,0.03,EUR,EUR,DEMO Beta,DB-0044,Dip buy
2020-05-31T11:10:36+00:00,BUY,BTC,0.011144,7993.84,89.08,0.12,EUR,EUR,DEMO Beta,DB-0045,DCA strategy
2020-06-07T22:23:00+00:00,BUY,BTC,0.010123,8429.93,85.34,0.04,EUR,EUR,DEMO Beta,DB-0046,Regular investment
2020-06-15T19:49:24+00:00,BUY,BTC,0.007632,8545.88,65.22,0.09,EUR,EUR,DEMO Beta,DB-0047,Monthly purchase
2020-06-23T06:55:48+00:00,BUY,BTC,0.007463,8655.91,64.6,0.07,EUR,EUR,DEMO Beta,DB-0048,Monthly purchase
2020-06-30T23:51:12+00:00,BUY,BTC,0.010564,8382.69,88.55,0.07,EUR,EUR,DEMO Beta,DB-0049,DCA strategy
2020-07-08T17:17:36+00:00,BUY,BTC,0.00309,8424.99,26.03,0.03,EUR,EUR,DEMO Beta,DB-0050,Regular investment
2020-07-15T14:04:00+00:00,BUY,BTC,0.008652,9121.69,78.92,0.09,EUR,EUR,DEMO Beta,DB-0051,Regular investment
2020-07-23T12:03:24+00:00,BUY,BTC,0.007073,9221.92,65.23,0.08,EUR,EUR,DEMO Beta,DB-0052,Regular investment
2020-07-31T16:02:48+00:00,BUY,BTC,0.008136,8919.79,72.57,0.05,EUR,EUR,DEMO Beta,DB-0053,Dip buy
2020-08-07T23:28:12+00:00,BUY,BTC,0.00647,9045.27,58.52,0.03,EUR,EUR,DEMO Beta,DB-0054,Regular investment
2020-08-15T12:22:36+00:00,BUY,BTC,0.004523,9368.2,42.37,0.03,EUR,EUR,DEMO Beta,DB-0055,Dip buy
2020-08-23T03:04:00+00:00,BUY,BTC,0.007188,9145.6,65.74,0.04,EUR,EUR,DEMO Beta,DB-0056,Monthly purchase
2020-08-30T21:54:24+00:00,BUY,BTC,0.007086,8858.36,62.77,0.07,EUR,EUR,DEMO Beta,DB-0057,Regular investment
2020-09-06T22:48:48+00:00,BUY,BTC,0.003158,9305.43,29.39,0.02,EUR,EUR,DEMO Beta,DB-0058,Portfolio rebalance
2020-09-15T05:11:12+00:00,BUY,BTC,0.006492,9816.69,63.73,0.07,EUR,EUR,DEMO Beta,DB-0059,Dip buy
2020-09-22T14:14:36+00:00,BUY,BTC,0.010038,9269.46,93.05,0.14,EUR,EUR,DEMO Beta,DB-0060,Regular investment
2020-09-30T11:57:00+00:00,BUY,BTC,0.00906,9462.79,85.73,0.07,EUR,EUR,DEMO Beta,DB-0061,Monthly purchase
2020-10-07T16:10:24+00:00,BUY,BTC,0.006371,12797.85,81.54,0.11,EUR,EUR,DEMO Beta,DB-0062,Portfolio rebalance
2020-10-15T13:20:48+00:00,BUY,BTC,0.01153,14288.74,164.75,0.16,EUR,EUR,DEMO Beta,DB-0063,DCA strategy
2020-10-23T04:30:12+00:00,BUY,BTC,0.00835,15375.09,128.38,0.16,EUR,EUR,DEMO Beta,DB-0064,Regular investment
2020-10-30T05:24:36+00:00,BUY,BTC,0.007938,15112.86,119.97,0.06,EUR,EUR,DEMO Beta,DB-0065,Monthly purchase
2020-11-07T08:34:00+00:00,BUY,BTC,0.006563,15956.55,104.72,0.08,EUR,EUR,DEMO Beta,DB-0066,Portfolio rebalance
2020-11-14T08:07:24+00:00,BUY,BTC,0.011273,17986.11,202.76,0.28,EUR,EUR,DEMO Beta,DB-0067,Regular investment
2020-11-22T00:25:48+00:00,BUY,BTC,0.006854,17928.27,122.88,0.1,EUR,EUR,DEMO Beta,DB-0068,DCA strategy
2020-11-29T15:50:12+00:00,BUY,BTC,0.004022,19860.45,79.88,0.12,EUR,EUR,DEMO Beta,DB-0069,DCA strategy
2020-12-07T07:19:36+00:00,BUY,BTC,0.008676,22004.88,190.91,0.17,EUR,EUR,DEMO Beta,DB-0070,Monthly purchase
2020-12-15T03:47:00+00:00,BUY,BTC,0.002059,21135.44,43.52,0.02,EUR,EUR,DEMO Beta,DB-0071,Monthly purchase
2020-12-23T05:40:24+00:00,BUY,BTC,0.003777,22263.52,84.09,0.07,EUR,EUR,DEMO Beta,DB-0072,Regular investment
2020-12-30T09:37:48+00:00,BUY,BTC,0.011552,21073.84,243.44,0.22,EUR,EUR,DEMO Beta,DB-0073,Monthly purchase
2021-01-06T22:37:12+00:00,BUY,BTC,0.003484,28323.63,98.68,0.11,EUR,EUR,DEMO Beta,DB-0074,DCA strategy
2021-01-14T05:37:36+00:00,BUY,BTC,0.01044,27415.09,286.21,0.35,EUR,EUR,DEMO Beta,DB-0075,DCA strategy
2021-01-22T00:40:00+00:00,BUY,BTC,0.005149,26744.25,137.71,0.13,EUR,EUR,DEMO Beta,DB-0076,DCA strategy
2021-01-30T01:55:24+00:00,BUY,BTC,0.00191,27547.68,52.62,0.07,EUR,EUR,DEMO Beta,DB-0077,Dip buy
2021-02-06T03:56:48+00:00,BUY,BTC,0.010438,35810.56,373.79,0.19,EUR,EUR,DEMO Beta,DB-0078,Portfolio rebalance
2021-02-13T23:34:12+00:00,BUY,BTC,0.003527,39910.65,140.76,0.2,EUR,EUR,DEMO Beta,DB-0079,Portfolio rebalance
2021-02-21T21:38:36+00:00,BUY,BTC,0.001512,41322.24,62.48,0.03,EUR,EUR,DEMO Beta,DB-0080,Dip buy
2021-03-01T11:53:00+00:00,BUY,BTC,0.007199,51996.56,374.32,0.16,EUR,EUR,DEMO Beta,DB-0081,Dip buy
2021-03-08T15:27:24+00:00,BUY,BTC,0.003279,47578.29,156.01,0.09,EUR,EUR,DEMO Beta,DB-0082,Regular investment
2021-03-16T18:37:48+00:00,BUY,BTC,0.004292,52144.37,223.8,0.23,EUR,EUR,DEMO Beta,DB-0083,Portfolio rebalance
2021-03-23T20:49:12+00:00,BUY,BTC,0.005281,51673.25,272.89,0.38,EUR,EUR,DEMO Beta,DB-0084,Dip buy
2021-04-01T01:31:36+00:00,BUY,BTC,0.009137,44461.1,406.24,0.52,EUR,EUR,DEMO Beta,DB-0085,DCA strategy
2021-04-08T15:45:00+00:00,BUY,BTC,0.011718,42921.44,502.95,0.23,EUR,EUR,DEMO Beta,DB-0086,Regular investment
2021-04-16T05:04:24+00:00,BUY,BTC,0.001836,39471.02,72.47,0.08,EUR,EUR,DEMO Beta,DB-0087,Portfolio rebalance
2021-04-23T01:45:48+00:00,BUY,BTC,0.005364,40242.64,215.86,0.27,EUR,EUR,DEMO Beta,DB-0088,DCA strategy
2021-04-30T18:00:12+00:00,BUY,BTC,0.009619,36914.79,355.08,0.32,EUR,EUR,DEMO Beta,DB-0089,Monthly purchase
2021-05-09T01:13:36+00:00,BUY,BTC,0.011353,31538.6,358.06,0.31,EUR,EUR,DEMO Beta,DB-0090,Portfolio rebalance
2021-05-16T17:49:00+00:00,BUY,BTC,0.001943,32514.15,63.17,0.07,EUR,EUR,DEMO Beta,DB-0091,Monthly purchase
2021-05-24T06:40:24+00:00,BUY,BTC,0.001902,32681.95,62.16,0.04,EUR,EUR,DEMO Beta,DB-0092,Monthly purchase
2021-05-31T22:32:48+00:00,BUY,BTC,0.004483,32766.9,146.89,0.08,EUR,EUR,DEMO Beta,DB-0093,DCA strategy
2021-06-07T18:02:12+00:00,BUY,BTC,0.005892,31842.47,187.62,0.23,EUR,EUR,DEMO Beta,DB-0094,DCA strategy
2021-06-16T04:43:36+00:00,BUY,BTC,0.003061,28802.78,88.17,0.08,EUR,EUR,DEMO Beta,DB-0095,Portfolio rebalance
2021-06-23T08:29:00+00:00,BUY,BTC,0.002136,29479.25,62.97,0.03,EUR,EUR,DEMO Beta,DB-0096,Portfolio rebalance
2021-06-30T22:56:24+00:00,BUY,BTC,0.007578,27804.16,210.7,0.16,EUR,EUR,DEMO Beta,DB-0097,Regular investment
2021-07-08T11:55:48+00:00,BUY,BTC,0.005552,26634.55,147.88,0.19,EUR,EUR,DEMO Beta,DB-0098,Portfolio rebalance
2021-07-16T16:08:12+00:00,BUY,BTC,0.01176,29134.58,342.62,0.35,EUR,EUR,DEMO Beta,DB-0099,Monthly purchase
2021-07-23T18:50:36+00:00,BUY,BTC,0.002865,28518.88,81.71,0.06,EUR,EUR,DEMO Beta,DB-0100,Dip buy
2021-07-31T02:44:00+00:00,BUY,BTC,0.001696,27980.75,47.46,0.04,EUR,EUR,DEMO Beta,DB-0101,Regular investment
2021-08-07T15:48:24+00:00,BUY,BTC,0.009609,31074.7,298.6,0.24,EUR,EUR,DEMO Beta,DB-0102,Monthly purchase
2021-08-15T19:42:48+00:00,BUY,BTC,0.006454,33728.97,217.69,0.23,EUR,EUR,DEMO Beta,DB-0103,Regular investment
2021-08-23T11:24:12+00:00,BUY,BTC,0.004351,32942.62,143.33,0.21,EUR,EUR,DEMO Beta,DB-0104,Dip buy
2021-08-30T16:54:36+00:00,BUY,BTC,0.005179,36629.33,189.7,0.26,EUR,EUR,DEMO Beta,DB-0105,Regular investment
2021-09-07T20:21:00+00:00,BUY,BTC,0.00997,37372.0,372.6,0.5,EUR,EUR,DEMO Beta,DB-0106,Portfolio rebalance
2021-09-15T02:45:24+00:00,BUY,BTC,0.004527,36617.27,165.77,0.24,EUR,EUR,DEMO Beta,DB-0107,Monthly purchase
2021-09-23T04:48:48+00:00,BUY,BTC,0.002954,37920.24,112.02,0.09,EUR,EUR,DEMO Beta,DB-0108,Dip buy
2021-09-30T21:02:12+00:00,BUY,BTC,0.008645,37207.5,321.66,0.3,EUR,EUR,DEMO Beta,DB-0109,Portfolio rebalance
2021-10-07T23:10:36+00:00,BUY,BTC,0.004585,44633.88,204.65,0.14,EUR,EUR,DEMO Beta,DB-0110,Regular investment
2021-10-15T07:12:00+00:00,BUY,BTC,0.011253,44764.53,503.74,0.31,EUR,EUR,DEMO Beta,DB-0111,Portfolio rebalance
2021-10-23T04:34:24+00:00,BUY,BTC,0.009444,45828.9,432.81,0.19,EUR,EUR,DEMO Beta,DB-0112,Regular investment
2021-10-31T00:46:48+00:00,BUY,BTC,0.003306,51495.85,170.25,0.22,EUR,EUR,DEMO Beta,DB-0113,DCA strategy
2021-11-07T08:34:12+00:00,BUY,BTC,0.009752,54690.52,533.34,0.45,EUR,EUR,DEMO Beta,DB-0114,Regular investment
2021-11-15T03:04:36+00:00,BUY,BTC,0.004331,51087.65,221.26,0.15,EUR,EUR,DEMO Beta,DB-0115,Monthly purchase
2021-11-22T12:04:00+00:00,BUY,BTC,0.00968,54140.75,524.08,0.25,EUR,EUR,DEMO Beta,DB-0116,Portfolio rebalance
2021-11-30T01:23:24+00:00,BUY,BTC,0.005409,52889.94,286.08,0.27,EUR,EUR,DEMO Beta,DB-0117,Regular investment
2021-12-07T11:55:48+00:00,BUY,BTC,0.009698,42183.31,409.09,0.33,EUR,EUR,DEMO Beta,DB-0118,Portfolio rebalance
2021-12-15T08:55:12+00:00,BUY,BTC,0.011058,42394.04,468.79,0.24,EUR,EUR,DEMO Beta,DB-0119,Monthly purchase
2021-12-23T09:35:36+00:00,BUY,BTC,0.004905,42661.93,209.26,0.23,EUR,EUR,DEMO Beta,DB-0120,DCA strategy
2021-12-30T12:43:00+00:00,BUY,BTC,0.008095,42265.53,342.14,0.38,EUR,EUR,DEMO Beta,DB-0121,Dip buy
2022-01-07T01:18:24+00:00,BUY,BTC,0.005735,35583.44,204.07,0.08,EUR,EUR,DEMO Beta,DB-0122,Dip buy
2022-01-14T21:03:48+00:00,BUY,BTC,0.009215,33054.8,304.6,0.31,EUR,EUR,DEMO Beta,DB-0123,Portfolio rebalance
2022-01-22T19:29:12+00:00,BUY,BTC,0.005115,33051.51,169.06,0.15,EUR,EUR,DEMO Beta,DB-0124,Portfolio rebalance
2022-01-30T01:33:36+00:00,BUY,BTC,0.002658,34647.49,92.09,0.14,EUR,EUR,DEMO Beta,DB-0125,Regular investment
2022-02-06T11:31:00+00:00,BUY,BTC,0.005576,33371.74,186.08,0.27,EUR,EUR,DEMO Beta,DB-0126,DCA strategy
2022-02-14T13:07:24+00:00,BUY,BTC,0.009032,36177.12,326.75,0.26,EUR,EUR,DEMO Beta,DB-0127,Dip buy
2022-02-22T03:12:48+00:00,BUY,BTC,0.003276,35130.51,115.09,0.11,EUR,EUR,DEMO Beta,DB-0128,Regular investment
2022-03-01T11:26:12+00:00,BUY,BTC,0.008942,34551.44,308.96,0.28,EUR,EUR,DEMO Beta,DB-0129,DCA strategy
2022-03-08T16:38:36+00:00,BUY,BTC,0.009912,35280.95,349.7,0.18,EUR,EUR,DEMO Beta,DB-0130,Dip buy
2022-03-16T19:44:00+00:00,BUY,BTC,0.008449,36532.69,308.66,0.18,EUR,EUR,DEMO Beta,DB-0131,Monthly purchase
2022-03-24T12:05:24+00:00,BUY,BTC,0.007071,36057.58,254.96,0.19,EUR,EUR,DEMO Beta,DB-0132,Regular investment
2022-03-31T19:05:48+00:00,BUY,BTC,0.00355,37650.47,133.66,0.11,EUR,EUR,DEMO Beta,DB-0133,Monthly purchase
2022-04-08T14:10:12+00:00,BUY,BTC,0.00823,31059.96,255.62,0.21,EUR,EUR,DEMO Beta,DB-0134,Portfolio rebalance
2022-04-15T19:03:36+00:00,BUY,BTC,0.005945,32102.49,190.85,0.17,EUR,EUR,DEMO Beta,DB-0135,DCA strategy
2022-04-24T00:02:00+00:00,BUY,BTC,0.003264,30045.42,98.07,0.12,EUR,EUR,DEMO Beta,DB-0136,DCA strategy
2022-05-01T19:45:24+00:00,BUY,BTC,0.009795,26201.1,256.64,0.25,EUR,EUR,DEMO Beta,DB-0137,Dip buy
2022-05-09T04:58:48+00:00,BUY,BTC,0.006033,25547.56,154.13,0.11,EUR,EUR,DEMO Beta,DB-0138,Regular investment
2022-05-16T21:19:12+00:00,BUY,BTC,0.00803,26072.06,209.36,0.22,EUR,EUR,DEMO Beta,DB-0139,Portfolio rebalance
2022-05-23T22:24:36+00:00,BUY,BTC,0.002257,25720.61,58.05,0.05,EUR,EUR,DEMO Beta,DB-0140,Regular investment
2022-05-31T14:32:00+00:00,BUY,BTC,0.009951,26305.14,261.76,0.31,EUR,EUR,DEMO Beta,DB-0141,Dip buy
2022-06-08T09:00:24+00:00,BUY,BTC,0.007492,24219.17,181.45,0.21,EUR,EUR,DEMO Beta,DB-0142,Dip buy
2022-06-16T02:40:48+00:00,BUY,BTC,0.004359,21474.64,93.61,0.06,EUR,EUR,DEMO Beta,DB-0143,Monthly purchase
2022-06-23T17:54:12+00:00,BUY,BTC,0.005601,21547.89,120.69,0.07,EUR,EUR,DEMO Beta,DB-0144,Regular investment
2022-06-30T21:34:36+00:00,BUY,BTC,0.006353,20561.84,130.63,0.13,EUR,EUR,DEMO Beta,DB-0145,Monthly purchase
2022-07-08T12:24:00+00:00,BUY,BTC,0.006386,19104.33,122.0,0.07,EUR,EUR,DEMO Beta,DB-0146,Dip buy
2022-07-16T18:38:24+00:00,BUY,BTC,0.007814,19649.77,153.54,0.21,EUR,EUR,DEMO Beta,DB-0147,DCA strategy
2022-07-24T03:39:48+00:00,BUY,BTC,0.003146,18970.76,59.68,0.05,EUR,EUR,DEMO Beta,DB-0148,Portfolio rebalance
2022-07-31T15:47:12+00:00,BUY,BTC,0.006445,19010.33,122.52,0.14,EUR,EUR,DEMO Beta,DB-0149,Regular investment
2022-08-08T09:53:36+00:00,BUY,BTC,0.005882,19201.65,112.94,0.07,EUR,EUR,DEMO Beta,DB-0150,Portfolio rebalance
2022-08-16T02:48:00+00:00,BUY,BTC,0.009372,17862.68,167.41,0.12,EUR,EUR,DEMO Beta,DB-0151,Dip buy
2022-08-23T19:55:24+00:00,BUY,BTC,0.004175,18171.34,75.87,0.1,EUR,EUR,DEMO Beta,DB-0152,Portfolio rebalance
2022-08-31T12:59:48+00:00,BUY,BTC,0.009425,19072.56,179.76,0.18,EUR,EUR,DEMO Beta,DB-0153,DCA strategy
2022-09-08T03:02:12+00:00,BUY,BTC,0.003947,18634.52,73.55,0.07,EUR,EUR,DEMO Beta,DB-0154,Dip buy
2022-09-15T02:39:36+00:00,BUY,BTC,0.009325,18577.78,173.24,0.21,EUR,EUR,DEMO Beta,DB-0155,Regular investment
2022-09-23T01:35:00+00:00,BUY,BTC,0.011888,18585.75,220.95,0.11,EUR,EUR,DEMO Beta,DB-0156,Monthly purchase
2022-09-30T14:25:24+00:00,BUY,BTC,0.011992,18125.76,217.36,0.19,EUR,EUR,DEMO Beta,DB-0157,Dip buy
2022-10-08T06:16:48+00:00,BUY,BTC,0.001957,18384.36,35.98,0.05,EUR,EUR,DEMO Beta,DB-0158,DCA strategy
2022-10-15T13:19:12+00:00,BUY,BTC,0.003606,17993.65,64.89,0.08,EUR,EUR,DEMO Beta,DB-0159,Portfolio rebalance
2022-10-23T19:17:36+00:00,BUY,BTC,0.010472,17573.46,184.03,0.2,EUR,EUR,DEMO Beta,DB-0160,Regular investment
2022-10-31T02:56:00+00:00,BUY,BTC,0.002532,16416.24,41.57,0.03,EUR,EUR,DEMO Beta,DB-0161,Monthly purchase
2022-11-07T06:04:24+00:00,BUY,BTC,0.007271,17264.44,125.53,0.12,EUR,EUR,DEMO Beta,DB-0162,Portfolio rebalance
2022-11-14T20:48:48+00:00,BUY,BTC,0.00456,16586.03,75.63,0.09,EUR,EUR,DEMO Beta,DB-0163,Dip buy
2022-11-23T08:40:12+00:00,BUY,BTC,0.011476,16343.29,187.56,0.18,EUR,EUR,DEMO Beta,DB-0164,DCA strategy
2022-11-30T16:30:36+00:00,BUY,BTC,0.009251,15411.65,142.57,0.12,EUR,EUR,DEMO Beta,DB-0165,DCA strategy
2022-12-08T05:45:00+00:00,BUY,BTC,0.010538,16263.35,171.38,0.09,EUR,EUR,DEMO Beta,DB-0166,Monthly purchase
2022-12-16T02:11:24+00:00,BUY,BTC,0.008825,15112.0,133.36,0.17,EUR,EUR,DEMO Beta,DB-0167,Regular investment
2022-12-23T13:00:48+00:00,BUY,BTC,0.007352,15483.66,113.84,0.08,EUR,EUR,DEMO Beta,DB-0168,Regular investment
2022-12-30T22:30:12+00:00,BUY,BTC,0.001831,15306.52,28.03,0.04,EUR,EUR,DEMO Beta,DB-0169,DCA strategy
2023-01-07T21:29:36+00:00,BUY,BTC,0.009248,19310.56,178.58,0.21,EUR,EUR,DEMO Beta,DB-0170,Dip buy
2023-01-14T22:13:00+00:00,BUY,BTC,0.006368,19411.66,123.61,0.13,EUR,EUR,DEMO Beta,DB-0171,DCA strategy
2023-01-23T03:13:24+00:00,BUY,BTC,0.006043,19950.32,120.56,0.14,EUR,EUR,DEMO Beta,DB-0172,Dip buy
2023-01-30T07:41:48+00:00,BUY,BTC,0.009752,20182.71,196.82,0.16,EUR,EUR,DEMO Beta,DB-0173,Regular investment
2023-02-06T23:15:12+00:00,BUY,BTC,0.006442,22250.92,143.34,0.11,EUR,EUR,DEMO Beta,DB-0174,Dip buy
2023-02-14T19:55:36+00:00,BUY,BTC,0.007357,21934.86,161.37,0.17,EUR,EUR,DEMO Beta,DB-0175,Regular investment
2023-02-22T09:45:00+00:00,BUY,BTC,0.010836,23706.69,256.89,0.32,EUR,EUR,DEMO Beta,DB-0176,DCA strategy
2023-03-02T02:57:24+00:00,BUY,BTC,0.009623,23998.94,230.94,0.21,EUR,EUR,DEMO Beta,DB-0177,DCA strategy
2023-03-09T15:08:48+00:00,BUY,BTC,0.002738,26073.58,71.39,0.06,EUR,EUR,DEMO Beta,DB-0178,Regular investment
2023-03-16T14:18:12+00:00,BUY,BTC,0.008575,24255.8,207.99,0.11,EUR,EUR,DEMO Beta,DB-0179,Dip buy
2023-03-24T15:16:36+00:00,BUY,BTC,0.01126,24147.44,271.9,0.19,EUR,EUR,DEMO Beta,DB-0180,Dip buy
2023-03-31T22:38:00+00:00,BUY,BTC,0.00509,24375.97,124.07,0.17,EUR,EUR,DEMO Beta,DB-0181,Monthly purchase
2023-04-09T04:09:24+00:00,BUY,BTC,0.007882,24398.59,192.31,0.23,EUR,EUR,DEMO Beta,DB-0182,Monthly purchase
2023-04-17T00:23:48+00:00,BUY,BTC,0.002003,25535.39,51.15,0.03,EUR,EUR,DEMO Beta,DB-0183,Monthly purchase
2023-04-24T13:47:12+00:00,BUY,BTC,0.00246,25809.57,63.49,0.04,EUR,EUR,DEMO Beta,DB-0184,Regular investment
2023-05-01T06:23:36+00:00,BUY,BTC,0.008652,24744.82,214.09,0.28,EUR,EUR,DEMO Beta,DB-0185,Regular investment
2023-05-09T11:40:00+00:00,BUY,BTC,0.006255,26703.93,167.03,0.11,EUR,EUR,DEMO Beta,DB-0186,DCA strategy
2023-05-17T07:52:24+00:00,BUY,BTC,0.002127,26978.08,57.38,0.04,EUR,EUR,DEMO Beta,DB-0187,Dip buy
2023-05-24T20:16:48+00:00,BUY,BTC,0.009508,25559.34,243.02,0.3,EUR,EUR,DEMO Beta,DB-0188,Monthly purchase
2023-06-01T00:05:12+00:00,BUY,BTC,0.008449,27382.26,231.35,0.11,EUR,EUR,DEMO Beta,DB-0189,Portfolio rebalance
2023-06-08T08:34:36+00:00,BUY,BTC,0.00815,25672.88,209.23,0.18,EUR,EUR,DEMO Beta,DB-0190,Monthly purchase
2023-06-16T12:46:00+00:00,BUY,BTC,0.002665,27345.82,72.88,0.06,EUR,EUR,DEMO Beta,DB-0191,Regular investment
