transaction_date,transaction_type,cryptocurrency,amount,price_per_unit,total_value,fee_amount,fee_currency,currency,exchange_name,transaction_id,notes
2023-06-09T22:02:36+00:00,SELL,BTC,0.009542,28231.71,269.39,0.34,EUR,EUR,DEMO Gamma,DG-0052,Scheduled sell
2023-06-13T15:17:12+00:00,SELL,BTC,0.021478,27637.78,593.6,0.68,EUR,EUR,DEMO Gamma,DG-0053,Scheduled sell
2023-06-16T10:18:48+00:00,SELL,BTC,0.020198,26953.92,544.42,1.02,EUR,EUR,DEMO Gamma,DG-0054,Partial exit
2023-06-19T10:04:24+00:00,SELL,BTC,0.010655,27517.91,293.2,0.51,EUR,EUR,DEMO Gamma,DG-0055,Profit taking
2023-06-22T07:51:00+00:00,SELL,BTC,0.022827,26696.0,609.39,1.11,EUR,EUR,DEMO Gamma,DG-0056,Scheduled sell
2023-06-25T02:37:36+00:00,SELL,BTC,0.017641,28029.75,494.47,0.7,EUR,EUR,DEMO Gamma,DG-0057,Partial exit
2023-06-28T05:09:12+00:00,SELL,BTC,0.03318,26388.71,875.58,1.71,EUR,EUR,DEMO Gamma,DG-0058,Portfolio rebalance
2023-07-01T05:23:48+00:00,SELL,BTC,0.009643,27285.31,263.11,0.37,EUR,EUR,DEMO Gamma,DG-0059,Scheduled sell
2023-07-04T02:14:24+00:00,SELL,BTC,0.025706,25849.96,664.5,1.19,EUR,EUR,DEMO Gamma,DG-0060,Scheduled sell
2023-07-06T17:06:00+00:00,SELL,BTC,0.011431,26664.11,304.8,0.44,EUR,EUR,DEMO Gamma,DG-0061,Tax-loss harvest
2023-07-09T17:38:36+00:00,SELL,BTC,0.031971,26706.64,853.84,0.6,EUR,EUR,DEMO Gamma,DG-0062,Partial exit
2023-07-12T20:28:12+00:00,SELL,BTC,0.025501,26129.73,666.33,0.66,EUR,EUR,DEMO Gamma,DG-0063,Profit taking
2023-07-16T04:30:48+00:00,SELL,BTC,0.021736,26666.86,579.63,0.8,EUR,EUR,DEMO Gamma,DG-0064,Portfolio rebalance
2023-07-18T22:02:24+00:00,SELL,BTC,0.031191,26375.62,822.68,1.07,EUR,EUR,DEMO Gamma,DG-0065,Portfolio rebalance
2023-07-21T21:15:00+00:00,SELL,BTC,0.020609,26622.32,548.66,0.3,EUR,EUR,DEMO Gamma,DG-0066,Partial exit
2023-07-24T22:04:36+00:00,SELL,BTC,0.007317,24578.37,179.84,0.16,EUR,EUR,DEMO Gamma,DG-0067,Partial exit
2023-07-27T21:28:12+00:00,SELL,BTC,0.02519,26869.75,676.85,0.49,EUR,EUR,DEMO Gamma,DG-0068,Profit taking
2023-07-30T05:04:48+00:00,SELL,BTC,0.014119,26019.25,367.37,0.6,EUR,EUR,DEMO Gamma,DG-0069,Profit taking
2023-08-02T14:25:24+00:00,SELL,BTC,0.018609,25075.34,466.63,0.66,EUR,EUR,DEMO Gamma,DG-0070,Scheduled sell
2023-08-05T04:25:00+00:00,SELL,BTC,0.026873,26261.35,705.72,0.95,EUR,EUR,DEMO Gamma,DG-0071,Partial exit
2023-08-08T04:17:36+00:00,SELL,BTC,0.028425,25266.7,718.21,1.11,EUR,EUR,DEMO Gamma,DG-0072,Profit taking
2023-08-10T22:34:12+00:00,SELL,BTC,0.016754,26247.54,439.75,0.85,EUR,EUR,DEMO Gamma,DG-0073,Tax-loss harvest
2023-08-13T22:47:48+00:00,SELL,BTC,0.007237,26244.21,189.93,0.31,EUR,EUR,DEMO Gamma,DG-0074,Partial exit
2023-08-17T08:14:24+00:00,SELL,BTC,0.027971,25246.4,706.17,1.27,EUR,EUR,DEMO Gamma,DG-0075,Partial exit
2023-08-20T14:09:00+00:00,SELL,BTC,0.025795,25870.28,667.32,0.98,EUR,EUR,DEMO Gamma,DG-0076,Scheduled sell
2023-08-23T12:13:36+00:00,SELL,BTC,0.022908,24865.37,569.62,0.95,EUR,EUR,DEMO Gamma,DG-0077,Partial exit
2023-08-26T02:53:12+00:00,SELL,BTC,0.010762,24144.78,259.85,0.4,EUR,EUR,DEMO Gamma,DG-0078,Partial exit
2023-08-29T14:50:48+00:00,SELL,BTC,0.026664,25689.93,685.0,0.47,EUR,EUR,DEMO Gamma,DG-0079,Profit taking
2023-08-31T15:55:24+00:00,SELL,BTC,0.021574,24314.05,524.55,0.36,EUR,EUR,DEMO Gamma,DG-0080,Scheduled sell
2023-09-04T01:23:00+00:00,SELL,BTC,0.005864,24830.43,145.61,0.17,EUR,EUR,DEMO Gamma,DG-0081,Partial exit
2023-09-07T00:20:36+00:00,SELL,BTC,0.032183,22895.86,736.86,1.03,EUR,EUR,DEMO Gamma,DG-0082,Scheduled sell
2023-09-09T21:37:12+00:00,SELL,BTC,0.01429,24823.54,354.73,0.6,EUR,EUR,DEMO Gamma,DG-0083,Scheduled sell
2023-09-12T18:13:48+00:00,SELL,BTC,0.028059,23659.41,663.86,0.65,EUR,EUR,DEMO Gamma,DG-0084,Partial exit
2023-09-15T23:36:24+00:00,SELL,BTC,0.020548,25096.77,515.69,0.87,EUR,EUR,DEMO Gamma,DG-0085,Partial exit
2023-09-18T08:26:00+00:00,SELL,BTC,0.021016,23798.23,500.14,0.32,EUR,EUR,DEMO Gamma,DG-0086,Partial exit
2023-09-22T05:12:36+00:00,SELL,BTC,0.024618,24920.15,613.48,0.61,EUR,EUR,DEMO Gamma,DG-0087,Tax-loss harvest
2023-09-25T00:04:12+00:00,SELL,BTC,0.027165,23324.27,633.6,0.82,EUR,EUR,DEMO Gamma,DG-0088,Scheduled sell
2023-09-27T17:35:48+00:00,SELL,BTC,0.03368,24776.85,834.48,0.43,EUR,EUR,DEMO Gamma,DG-0089,Tax-loss harvest
2023-09-30T16:35:24+00:00,SELL,BTC,0.031495,23869.6,751.77,1.07,EUR,EUR,DEMO Gamma,DG-0090,Scheduled sell
2023-10-03T07:00:00+00:00,SELL,BTC,0.00684,26260.41,179.62,0.33,EUR,EUR,DEMO Gamma,DG-0091,Portfolio rebalance
2023-10-06T19:58:36+00:00,SELL,BTC,0.032649,28584.05,933.24,1.01,EUR,EUR,DEMO Gamma,DG-0092,Scheduled sell
2023-10-09T04:18:12+00:00,SELL,BTC,0.006407,28560.09,182.98,0.23,EUR,EUR,DEMO Gamma,DG-0093,Tax-loss harvest
2023-10-12T02:52:48+00:00,SELL,BTC,0.020209,28466.9,575.29,0.71,EUR,EUR,DEMO Gamma,DG-0094,Tax-loss harvest
2023-10-15T02:04:24+00:00,SELL,BTC,0.011192,30069.78,336.54,0.43,EUR,EUR,DEMO Gamma,DG-0095,Profit taking
2023-10-18T07:07:00+00:00,SELL,BTC,0.032971,28431.65,937.42,1.23,EUR,EUR,DEMO Gamma,DG-0096,Profit taking
2023-10-21T14:05:36+00:00,SELL,BTC,0.011713,30281.19,354.68,0.51,EUR,EUR,DEMO Gamma,DG-0097,Partial exit
2023-10-24T07:03:12+00:00,SELL,BTC,0.017799,31502.65,560.72,0.37,EUR,EUR,DEMO Gamma,DG-0098,Scheduled sell
2023-10-27T07:20:48+00:00,SELL,BTC,0.030757,31900.59,981.17,1.58,EUR,EUR,DEMO Gamma,DG-0099,Portfolio rebalance
2023-10-30T05:43:24+00:00,SELL,BTC,0.0325,31836.91,1034.7,1.68,EUR,EUR,DEMO Gamma,DG-0100,Partial exit
2023-11-02T07:36:00+00:00,SELL,BTC,0.026144,32380.76,846.56,0.47,EUR,EUR,DEMO Gamma,DG-0101,Profit taking
2023-11-05T10:27:36+00:00,SELL,BTC,0.02835,32484.51,920.94,1.23,EUR,EUR,DEMO Gamma,DG-0102,Scheduled sell
2023-11-07T15:06:12+00:00,SELL,BTC,0.03168,35093.51,1111.76,1.24,EUR,EUR,DEMO Gamma,DG-0103,Portfolio rebalance
2023-11-10T21:17:48+00:00,SELL,BTC,0.018051,34442.74,621.73,0.33,EUR,EUR,DEMO Gamma,DG-0104,Profit taking
2023-11-13T16:29:24+00:00,SELL,BTC,0.023993,34118.44,818.6,1.17,EUR,EUR,DEMO Gamma,DG-0105,Scheduled sell
2023-11-17T06:31:00+00:00,SELL,BTC,0.029891,32454.76,970.11,1.01,EUR,EUR,DEMO Gamma,DG-0106,Scheduled sell
2023-11-20T08:10:36+00:00,SELL,BTC,0.028141,32660.86,919.11,0.88,EUR,EUR,DEMO Gamma,DG-0107,Profit taking
2023-11-22T10:08:12+00:00,SELL,BTC,0.032127,33257.16,1068.45,1.15,EUR,EUR,DEMO Gamma,DG-0108,Profit taking
2023-11-25T18:24:48+00:00,SELL,BTC,0.020915,33911.56,709.26,0.5,EUR,EUR,DEMO Gamma,DG-0109,Portfolio rebalance
2023-11-28T13:41:24+00:00,SELL,BTC,0.029925,35009.02,1047.64,0.99,EUR,EUR,DEMO Gamma,DG-0110,Partial exit
2023-12-02T05:06:00+00:00,SELL,BTC,0.030995,37232.61,1154.02,2.25,EUR,EUR,DEMO Gamma,DG-0111,Tax-loss harvest
2023-12-04T13:30:36+00:00,SELL,BTC,0.006021,39738.09,239.26,0.43,EUR,EUR,DEMO Gamma,DG-0112,Partial exit
2023-12-07T14:32:12+00:00,SELL,BTC,0.005846,36568.29,213.78,0.3,EUR,EUR,DEMO Gamma,DG-0113,Scheduled sell
2023-12-10T13:20:48+00:00,SELL,BTC,0.00813,38180.6,310.41,0.25,EUR,EUR,DEMO Gamma,DG-0114,Tax-loss harvest
2023-12-13T10:45:24+00:00,SELL,BTC,0.031527,36904.6,1163.49,2.07,EUR,EUR,DEMO Gamma,DG-0115,Partial exit
2023-12-16T09:17:00+00:00,SELL,BTC,0.011999,36711.63,440.5,0.77,EUR,EUR,DEMO Gamma,DG-0116,Partial exit
2023-12-19T15:15:36+00:00,SELL,BTC,0.024836,36535.57,907.4,1.23,EUR,EUR,DEMO Gamma,DG-0117,Profit taking
2023-12-22T21:02:12+00:00,SELL,BTC,0.032289,39335.27,1270.1,2.53,EUR,EUR,DEMO Gamma,DG-0118,Portfolio rebalance
2023-12-25T01:11:48+00:00,SELL,BTC,0.007789,38549.76,300.26,0.45,EUR,EUR,DEMO Gamma,DG-0119,Tax-loss harvest
2023-12-28T03:22:24+00:00,SELL,BTC,0.026393,36473.17,962.64,1.18,EUR,EUR,DEMO Gamma,DG-0120,Tax-loss harvest
2023-12-31T04:59:00+00:00,SELL,BTC,0.024845,37457.13,930.62,0.79,EUR,EUR,DEMO Gamma,DG-0121,Tax-loss harvest
2024-01-03T08:58:36+00:00,SELL,BTC,0.03137,40478.06,1269.8,1.24,EUR,EUR,DEMO Gamma,DG-0122,Portfolio rebalance
2024-01-06T03:24:12+00:00,SELL,BTC,0.024506,39313.38,963.41,1.48,EUR,EUR,DEMO Gamma,DG-0123,Partial exit
2024-01-09T15:30:48+00:00,SELL,BTC,0.016096,40262.21,648.06,0.63,EUR,EUR,DEMO Gamma,DG-0124,Portfolio rebalance
2024-01-12T10:43:24+00:00,SELL,BTC,0.014634,38674.56,565.96,0.95,EUR,EUR,DEMO Gamma,DG-0125,Portfolio rebalance
2024-01-14T16:12:00+00:00,SELL,BTC,0.015954,39106.72,623.91,0.95,EUR,EUR,DEMO Gamma,DG-0126,Tax-loss harvest
2024-01-18T03:10:36+00:00,SELL,BTC,0.018901,41511.54,784.61,0.81,EUR,EUR,DEMO Gamma,DG-0127,Tax-loss harvest
2024-01-21T01:42:12+00:00,SELL,BTC,0.008806,39947.89,351.78,0.52,EUR,EUR,DEMO Gamma,DG-0128,Profit taking
2024-01-24T02:40:48+00:00,SELL,BTC,0.030189,41367.17,1248.83,0.89,EUR,EUR,DEMO Gamma,DG-0129,Scheduled sell
2024-01-27T02:45:24+00:00,SELL,BTC,0.02662,38785.73,1032.48,1.49,EUR,EUR,DEMO Gamma,DG-0130,Profit taking
2024-01-29T20:40:00+00:00,SELL,BTC,0.029929,41568.42,1244.1,1.8,EUR,EUR,DEMO Gamma,DG-0131,Scheduled sell
2024-02-01T09:17:36+00:00,SELL,BTC,0.027637,46026.98,1272.05,1.04,EUR,EUR,DEMO Gamma,DG-0132,Profit taking
2024-02-04T11:47:12+00:00,SELL,BTC,0.0212,46907.44,994.44,1.99,EUR,EUR,DEMO Gamma,DG-0133,Portfolio rebalance
2024-02-07T15:25:48+00:00,SELL,BTC,0.009941,48400.3,481.15,0.52,EUR,EUR,DEMO Gamma,DG-0134,Scheduled sell
2024-02-10T21:03:24+00:00,SELL,BTC,0.014001,49801.7,697.27,0.83,EUR,EUR,DEMO Gamma,DG-0135,Scheduled sell
2024-02-13T08:25:00+00:00,SELL,BTC,0.016079,47633.08,765.89,0.4,EUR,EUR,DEMO Gamma,DG-0136,Partial exit
2024-02-16T19:29:36+00:00,SELL,BTC,0.028701,52429.77,1504.79,2.14,EUR,EUR,DEMO Gamma,DG-0137,Partial exit
2024-02-19T19:32:12+00:00,SELL,BTC,0.009706,52995.56,514.37,0.38,EUR,EUR,DEMO Gamma,DG-0138,Scheduled sell
2024-02-22T05:40:48+00:00,SELL,BTC,0.024506,55029.88,1348.56,2.63,EUR,EUR,DEMO Gamma,DG-0139,Portfolio rebalance
2024-02-25T06:19:24+00:00,SELL,BTC,0.006856,56023.57,384.1,0.63,EUR,EUR,DEMO Gamma,DG-0140,Partial exit
2024-02-27T23:39:00+00:00,SELL,BTC,0.016237,51958.21,843.65,0.48,EUR,EUR,DEMO Gamma,DG-0141,Partial exit
2024-03-01T22:50:36+00:00,SELL,BTC,0.028271,60107.31,1699.29,1.84,EUR,EUR,DEMO Gamma,DG-0142,Portfolio rebalance
2024-03-04T22:17:12+00:00,SELL,BTC,0.006841,62289.31,426.12,0.63,EUR,EUR,DEMO Gamma,DG-0143,Profit taking
2024-03-08T07:01:48+00:00,SELL,BTC,0.02057,61222.42,1259.35,2.2,EUR,EUR,DEMO Gamma,DG-0144,Tax-loss harvest
2024-03-11T00:31:24+00:00,SELL,BTC,0.021961,60471.79,1328.02,1.41,EUR,EUR,DEMO Gamma,DG-0145,Portfolio rebalance
2024-03-14T05:04:00+00:00,SELL,BTC,0.024333,59191.78,1440.31,2.53,EUR,EUR,DEMO Gamma,DG-0146,Scheduled sell
2024-03-17T06:41:36+00:00,SELL,BTC,0.033439,58509.52,1956.5,1.63,EUR,EUR,DEMO Gamma,DG-0147,Portfolio rebalance
2024-03-20T03:47:12+00:00,SELL,BTC,0.030446,59117.39,1799.89,2.21,EUR,EUR,DEMO Gamma,DG-0148,Portfolio rebalance
2024-03-22T17:47:48+00:00,SELL,BTC,0.005891,62323.03,367.14,0.67,EUR,EUR,DEMO Gamma,DG-0149,Portfolio rebalance
2024-03-25T13:17:24+00:00,SELL,BTC,0.007901,57993.63,458.21,0.67,EUR,EUR,DEMO Gamma,DG-0150,Partial exit
2024-03-28T23:31:00+00:00,SELL,BTC,0.01019,57901.44,590.02,0.83,EUR,EUR,DEMO Gamma,DG-0151,Profit taking
2024-04-01T06:25:36+00:00,SELL,BTC,0.017526,60400.3,1058.58,1.05,EUR,EUR,DEMO Gamma,DG-0152,Profit taking
2024-04-03T15:50:12+00:00,SELL,BTC,0.019356,59267.3,1147.18,0.94,EUR,EUR,DEMO Gamma,DG-0153,Partial exit
2024-04-07T00:29:48+00:00,SELL,BTC,0.01742,60118.35,1047.26,0.91,EUR,EUR,DEMO Gamma,DG-0154,Partial exit
2024-04-10T01:12:24+00:00,SELL,BTC,0.010298,59582.2,613.58,0.89,EUR,EUR,DEMO Gamma,DG-0155,Profit taking
2024-04-12T17:58:00+00:00,SELL,BTC,0.009891,61390.88,607.22,0.46,EUR,EUR,DEMO Gamma,DG-0156,Partial exit
2024-04-15T14:32:36+00:00,SELL,BTC,0.017264,59081.76,1019.99,1.99,EUR,EUR,DEMO Gamma,DG-0157,Profit taking
2024-04-19T02:48:12+00:00,SELL,BTC,0.026461,61080.08,1616.24,2.8,EUR,EUR,DEMO Gamma,DG-0158,Profit taking
2024-04-21T12:41:48+00:00,SELL,BTC,0.022998,57120.83,1313.66,1.59,EUR,EUR,DEMO Gamma,DG-0159,Portfolio rebalance
2024-04-24T14:41:24+00:00,SELL,BTC,0.029381,56755.13,1667.52,2.34,EUR,EUR,DEMO Gamma,DG-0160,Scheduled sell
2024-04-27T07:30:00+00:00,SELL,BTC,0.010889,60467.7,658.43,0.98,EUR,EUR,DEMO Gamma,DG-0161,Tax-loss harvest
2024-04-30T19:22:36+00:00,SELL,BTC,0.025252,56548.25,1427.96,2.69,EUR,EUR,DEMO Gamma,DG-0162,Scheduled sell
2024-05-03T06:25:12+00:00,SELL,BTC,0.012256,58525.46,717.29,0.77,EUR,EUR,DEMO Gamma,DG-0163,Profit taking
2024-05-06T06:09:48+00:00,SELL,BTC,0.020608,55196.06,1137.48,2.12,EUR,EUR,DEMO Gamma,DG-0164,Portfolio rebalance
2024-05-09T05:09:24+00:00,SELL,BTC,0.022969,59893.78,1375.7,1.05,EUR,EUR,DEMO Gamma,DG-0165,Scheduled sell
2024-05-12T02:41:00+00:00,SELL,BTC,0.030732,58578.92,1800.25,2.34,EUR,EUR,DEMO Gamma,DG-0166,Profit taking
2024-05-15T15:47:36+00:00,SELL,BTC,0.024505,55640.5,1363.47,2.53,EUR,EUR,DEMO Gamma,DG-0167,Scheduled sell
2024-05-18T10:20:12+00:00,SELL,BTC,0.03128,59899.63,1873.66,3.11,EUR,EUR,DEMO Gamma,DG-0168,Portfolio rebalance
2024-05-21T14:16:48+00:00,SELL,BTC,0.016264,58127.86,945.39,0.53,EUR,EUR,DEMO Gamma,DG-0169,Scheduled sell
2024-05-24T08:12:24+00:00,SELL,BTC,0.032462,57587.95,1869.42,2.29,EUR,EUR,DEMO Gamma,DG-0170,Portfolio rebalance
2024-05-26T19:53:00+00:00,SELL,BTC,0.028647,57133.0,1636.69,3.05,EUR,EUR,DEMO Gamma,DG-0171,Scheduled sell
2024-05-29T19:47:36+00:00,SELL,BTC,0.009521,55666.76,530.0,0.64,EUR,EUR,DEMO Gamma,DG-0172,Partial exit
2024-06-01T13:21:12+00:00,SELL,BTC,0.008093,59508.14,481.6,0.67,EUR,EUR,DEMO Gamma,DG-0173,Scheduled sell
2024-06-04T20:42:48+00:00,SELL,BTC,0.011093,56495.53,626.7,0.98,EUR,EUR,DEMO Gamma,DG-0174,Profit taking
2024-06-07T20:47:24+00:00,SELL,BTC,0.009063,57312.36,519.42,0.27,EUR,EUR,DEMO Gamma,DG-0175,Partial exit
2024-06-11T08:41:00+00:00,SELL,BTC,0.014711,57736.25,849.36,0.89,EUR,EUR,DEMO Gamma,DG-0176,Partial exit
2024-06-13T17:24:36+00:00,SELL,BTC,0.022395,56155.53,1257.6,1.12,EUR,EUR,DEMO Gamma,DG-0177,Scheduled sell
2024-06-16T20:49:12+00:00,SELL,BTC,0.016129,55994.92,903.14,0.82,EUR,EUR,DEMO Gamma,DG-0178,Portfolio rebalance
2024-06-19T18:21:48+00:00,SELL,BTC,0.017486,57713.64,1009.18,1.69,EUR,EUR,DEMO Gamma,DG-0179,Portfolio rebalance
2024-06-22T14:03:24+00:00,SELL,BTC,0.021645,54327.76,1175.92,1.44,EUR,EUR,DEMO Gamma,DG-0180,Tax-loss harvest
2024-06-25T19:07:00+00:00,SELL,BTC,0.027779,56418.33,1567.24,1.72,EUR,EUR,DEMO Gamma,DG-0181,Partial exit
2024-06-29T01:18:36+00:00,SELL,BTC,0.024502,57767.31,1415.41,2.3,EUR,EUR,DEMO Gamma,DG-0182,Portfolio rebalance
2024-07-01T22:08:12+00:00,SELL,BTC,0.032771,56557.1,1853.43,1.21,EUR,EUR,DEMO Gamma,DG-0183,Scheduled sell
2024-07-04T19:46:48+00:00,SELL,BTC,0.015353,54453.08,836.02,1.11,EUR,EUR,DEMO Gamma,DG-0184,Profit taking
2024-07-07T01:10:24+00:00,SELL,BTC,0.033208,53134.06,1764.48,0.9,EUR,EUR,DEMO Gamma,DG-0185,Profit taking
2024-07-10T21:29:00+00:00,SELL,BTC,0.019153,56777.91,1087.47,1.52,EUR,EUR,DEMO Gamma,DG-0186,Profit taking
2024-07-13T10:08:36+00:00,SELL,BTC,0.012027,52602.44,632.65,0.39,EUR,EUR,DEMO Gamma,DG-0187,Profit taking
